가게이름,음식이 맛있어요,친절해요,특별한 메뉴가 있어요,매장이 청결해요,재료가 신선해요,가성비가 좋아요,양이 많아요,인테리어가 멋져요,혼밥하기 좋아요,링크
묘한식탁,0.253,0.209,0.163,0.063,0.085,0.051,0.04,0.136,0,https://m.place.naver.com/restaurant/1552053924/review/visitor
토파,0.262,0.257,0.118,0.15,0.091,0,0,0.123,0,https://m.place.naver.com/restaurant/1023037137/review/visitor
리치즈하우스,0.236,0.184,0.061,0.141,0.157,0.023,0.029,0.112,0.058,https://m.place.naver.com/restaurant/1487493372/review/visitor
D51,0.256,0.216,0.093,0.124,0.086,0,0,0.224,0,https://m.place.naver.com/restaurant/332802673/review/visitor
감성바베큐,0.405,0.069,0.121,0.099,0,0.073,0.078,0.155,0,https://m.place.naver.com/restaurant/1344006523/review/visitor
셰발레리,0.279,0.209,0.233,0.039,0.155,0,0,0.085,0,https://m.place.naver.com/restaurant/1512118942/review/visitor
우디네,0.27,0.171,0.094,0.141,0.086,0.017,0,0.22,0,https://m.place.naver.com/restaurant/1574207722/review/visitor
버튼업 바 앤 키친,0.266,0.178,0.133,0.09,0.088,0.074,0.037,0.135,0,https://m.place.naver.com/restaurant/20593670/review/visitor
옆구르기,0.248,0.152,0.145,0.12,0.145,0.015,0,0.135,0.039,https://m.place.naver.com/restaurant/1888696827/review/visitor
Little Cave,0.402,0.165,0.206,0.093,0,0,0,0.134,0,https://m.place.naver.com/restaurant/1677897857/review/visitor
더플레이스 합정역점,0.369,0.194,0.097,0.159,0.087,0,0,0.093,0,https://m.place.naver.com/restaurant/959037931/review/visitor
그리니 망원,0.223,0.193,0.192,0.039,0.175,0.022,0.04,0.098,0.016,https://m.place.naver.com/restaurant/1206020079/review/visitor
버거4.5,0.296,0.11,0.087,0.087,0.146,0.057,0.039,0.072,0.107,https://m.place.naver.com/restaurant/19994426/review/visitor
블리스버거앤카페,0.385,0.075,0.046,0.067,0.132,0.079,0.029,0.036,0.151,https://m.place.naver.com/restaurant/1877313942/review/visitor
써브웨이 합정역메세나폴리스점,0.312,0.129,0.025,0.053,0.182,0.089,0.036,0,0.174,https://m.place.naver.com/restaurant/1050165064/review/visitor
포르투7 합정점,0.37,0.118,0.07,0.141,0.091,0.074,0,0.135,0,https://m.place.naver.com/restaurant/1079097121/review/visitor
텍사스바베큐레스토랑,0.282,0.152,0.148,0.1,0.059,0,0.057,0.203,0,https://m.place.naver.com/restaurant/1831597455/review/visitor
리마플러스,0.238,0.214,0.214,0.048,0.119,0,0,0.167,0,https://m.place.naver.com/restaurant/1208651828/review/visitor
그릭조이,0.286,0.155,0.262,0,0.102,0.078,0.029,0.049,0.039,https://m.place.naver.com/restaurant/11585347/review/visitor
어라운드그린,0.277,0.125,0.188,0.054,0.17,0.036,0,0.062,0.089,https://m.place.naver.com/restaurant/1742874014/review/visitor
라베니스 합정역점,0.314,0.176,0.113,0.059,0.049,0.103,0.123,0.064,0,https://m.place.naver.com/restaurant/19866695/review/visitor
마이브로치,0.15,0.3,0.2,0,0,0.15,0,0.2,0,https://m.place.naver.com/restaurant/1747552688/review/visitor
콘드,0.164,0.218,0.109,0.182,0,0.055,0,0.218,0.055,https://m.place.naver.com/restaurant/1180827154/review/visitor
일렌토,0.308,0.231,0.077,0.103,0.103,0.103,0,0.051,0.026,https://m.place.naver.com/restaurant/37392825/review/visitor
피자스쿨 합정역점,0.322,0.18,0.022,0.049,0.098,0.251,0.038,0,0.038,https://m.place.naver.com/restaurant/20913746/review/visitor
피자마루 마포합정점,0.346,0.196,0.019,0.075,0.131,0.159,0.075,0,0,https://m.place.naver.com/restaurant/1705777306/review/visitor
벤탄 바베큐 가든,0.417,0.153,0.097,0.056,0.042,0.056,0.111,0,0.069,https://m.place.naver.com/restaurant/1335295074/review/visitor
프렌즈리,0.367,0.18,0.067,0.052,0.099,0.09,0.034,0,0.111,https://m.place.naver.com/restaurant/1790615144/review/visitor
엠에프지콜리아매드포갈릭압구정점,0.411,0.067,0.044,0.1,0.244,0.022,0.033,0.022,0.056,https://m.place.naver.com/restaurant/1312489969/review/visitor
뇸뇸분식,0.286,0.102,0.102,0.102,0.102,0.184,0.082,0,0.041,https://m.place.naver.com/restaurant/1274350966/review/visitor
김가네김밥 합정역점,0.266,0.126,0.023,0.041,0.077,0.113,0.095,0,0.261,https://m.place.naver.com/restaurant/35297697/review/visitor
김밥천국 합정역점,0.282,0.092,0.021,0.042,0.055,0.208,0.078,0,0.223,https://m.place.naver.com/restaurant/32052655/review/visitor
송이네,0.447,0.149,0.059,0.02,0.058,0.136,0.055,0,0.075,https://m.place.naver.com/restaurant/1415976565/review/visitor
망원동분식,0.359,0.16,0,0.092,0.061,0.107,0.092,0.008,0.122,https://m.place.naver.com/restaurant/1065624807/review/visitor
소풍가는날,0.209,0.165,0.065,0.169,0.043,0.2,0,0.018,0.13,https://m.place.naver.com/restaurant/1181406340/review/visitor
김밥처럼 선유도 본점,0.29,0.196,0.042,0.047,0.106,0.101,0.108,0.009,0.101,https://m.place.naver.com/restaurant/73216385/review/visitor
훈훈호떡,0.403,0.17,0.151,0.013,0.057,0.138,0.044,0,0.025,https://m.place.naver.com/restaurant/1550726302/review/visitor
샐러마리,0.261,0.125,0.164,0.079,0.175,0.032,0.006,0.033,0.125,https://m.place.naver.com/restaurant/1985110297/review/visitor
까치네분식 당산역점,0.342,0.103,0.026,0.053,0.052,0.149,0.087,0,0.188,https://m.place.naver.com/restaurant/13156960/review/visitor
서가만두,0.336,0.163,0.173,0.036,0.109,0.117,0.022,0,0.044,https://m.place.naver.com/restaurant/1906632112/review/visitor
연만두,0.267,0.186,0.049,0.137,0.188,0.081,0.07,0.005,0.016,https://m.place.naver.com/restaurant/1492760987/review/visitor
엑소김밥,0.383,0.128,0.046,0.015,0.168,0.087,0.077,0.01,0.087,https://m.place.naver.com/restaurant/1155958484/review/visitor
꽃추장,0.27,0.143,0.053,0.121,0.141,0.064,0.151,0.049,0.007,https://m.place.naver.com/restaurant/38325942/review/visitor
당산김밥떡볶이,0.357,0.075,0.035,0.008,0.051,0.18,0.083,0.005,0.205,https://m.place.naver.com/restaurant/21406989/review/visitor
청년다방 서울 당산역점,0.453,0.15,0.062,0.047,0.057,0.11,0.103,0,0.018,https://m.place.naver.com/restaurant/37822783/review/visitor
옹달샘 합정 고깃집,0.434,0.224,0.066,0.066,0.118,0.039,0,0.053,0,https://m.place.naver.com/restaurant/780970482/review/visitor
돈화 합정본점,0.443,0.157,0.071,0.029,0.086,0.129,0.086,0,0,https://m.place.naver.com/restaurant/1186195480/review/visitor
화목,0.363,0.259,0.044,0.185,0.148,0,0,0,0,https://m.place.naver.com/restaurant/1336542183/review/visitor
미나리,0.35,0.202,0.187,0.089,0,0,0,0.172,0,https://m.place.naver.com/restaurant/1661787502/review/visitor
유진정육식당 합정점,0.4,0.176,0.047,0.047,0.082,0.153,0.047,0,0.047,https://m.place.naver.com/restaurant/38548706/review/visitor
심야식당 오밤중,0.409,0.107,0.218,0.125,0,0,0,0.14,0,https://m.place.naver.com/restaurant/1063957061/review/visitor
우엔,0.277,0.178,0.053,0.123,0.097,0.037,0.02,0.11,0.105,https://m.place.naver.com/restaurant/1002136951/review/visitor
홍대프로간장새우,0.323,0.242,0,0.101,0.202,0.101,0,0,0.03,https://m.place.naver.com/restaurant/35003931/review/visitor
푸줏간생고기,0.368,0.221,0.051,0.015,0.154,0.118,0.059,0.007,0.007,https://m.place.naver.com/restaurant/458160662/review/visitor
돈대박 김치삼겹살,0.275,0.252,0,0.099,0.137,0.145,0.061,0,0.031,https://m.place.naver.com/restaurant/1240081253/review/visitor
호랑이,0.343,0.257,0.129,0,0,0.1,0,0.171,0,https://m.place.naver.com/restaurant/187701543/review/visitor
바람잔,0.394,0.211,0.193,0,0,0,0,0.202,0,https://m.place.naver.com/restaurant/1465168736/review/visitor
형제집,0.361,0.246,0.126,0.068,0,0.079,0,0.12,0,https://m.place.naver.com/restaurant/37108536/review/visitor
고봉이네,0.388,0.239,0.239,0.015,0,0.09,0,0.03,0,https://m.place.naver.com/restaurant/1500374226/review/visitor
월남선생 합정역점,0.271,0.167,0.045,0.093,0.119,0.162,0.068,0,0.075,https://m.place.naver.com/restaurant/38737730/review/visitor
미분당 합정점,0.308,0.108,0.029,0.061,0.085,0.058,0.129,0.015,0.207,https://m.place.naver.com/restaurant/1279284497/review/visitor
