가게 이름,1,인원 수,2,인원 수,3,인원 수,4,인원 수,5,인원 수,6,인원 수,7,인원 수,8,인원 수,9,인원 수,10,인원 수,
버섯마루,음식이 맛있어요,133,재료가 신선해요,76,친절해요,45,양이 많아요,30,특별한 메뉴가 있어요,30,매장이 넓어요,27,가성비가 좋아요,26,단체모임 하기 좋아요,24,주차하기 편해요,18,매장이 청결해요,15,https://m.place.naver.com/restaurant/18322286/review/visitor
호남돼지한마당,음식이 맛있어요,124,친절해요,61,재료가 신선해요,46,특별한 메뉴가 있어요,32,가성비가 좋아요,25,양이 많아요,24,매장이 청결해요,21,혼밥하기 좋아요,16,단체모임 하기 좋아요,13,매장이 넓어요,11,https://m.place.naver.com/restaurant/18792685/review/visitor
우뚝이,음식이 맛있어요,85,친절해요,48,매장이 청결해요,38,혼밥하기 좋아요,33,재료가 신선해요,24,가성비가 좋아요,16,인테리어가 멋져요,13,양이 많아요,11,특별한 메뉴가 있어요,7,매장이 넓어요,4,https://m.place.naver.com/restaurant/1133609115/review/visitor
백채김치찌개 합정역점,음식이 맛있어요,112,양이 많아요,55,가성비가 좋아요,43,친절해요,39,재료가 신선해요,27,단체모임 하기 좋아요,13,혼밥하기 좋아요,12,매장이 청결해요,10,매장이 넓어요,9,특별한 메뉴가 있어요,8,https://m.place.naver.com/restaurant/1769475988/review/visitor
봉추찜닭 합정교보문고점,음식이 맛있어요,195,친절해요,95,매장이 청결해요,68,양이 많아요,35,재료가 신선해요,32,주차하기 편해요,27,가성비가 좋아요,18,매장이 넓어요,16,화장실이 깨끗해요,16,특별한 메뉴가 있어요,15,https://m.place.naver.com/restaurant/929067525/review/visitor
옹달샘 합정감자탕,음식이 맛있어요,94,친절해요,35,양이 많아요,24,재료가 신선해요,19,혼밥하기 좋아요,15,가성비가 좋아요,15,매장이 넓어요,15,매장이 청결해요,11,뷰가 좋아요,4,인테리어가 멋져요,3,https://m.place.naver.com/restaurant/37648635/review/visitor
상수곱창,음식이 맛있어요,53,친절해요,31,매장이 청결해요,19,재료가 신선해요,17,매장이 넓어요,10,단체모임 하기 좋아요,8,가성비가 좋아요,7,양이 많아요,5,특별한 메뉴가 있어요,5,인테리어가 멋져요,4,https://m.place.naver.com/restaurant/1875845170/review/visitor
비사벌전주콩나물국밥 합정점,음식이 맛있어요,275,친절해요,92,가성비가 좋아요,92,혼밥하기 좋아요,88,양이 많아요,76,재료가 신선해요,65,매장이 넓어요,26,주차하기 편해요,18,특별한 메뉴가 있어요,17,매장이 청결해요,16,https://m.place.naver.com/restaurant/20272174/review/visitor
새벽숯불가든,음식이 맛있어요,116,친절해요,47,재료가 신선해요,32,특별한 메뉴가 있어요,23,단체모임 하기 좋아요,16,양이 많아요,14,매장이 넓어요,12,가성비가 좋아요,11,매장이 청결해요,9,특별한 날 가기 좋아요,6,https://m.place.naver.com/restaurant/38016085/review/visitor
꺼꾸잽이 초장집 합정점,음식이 맛있어요,91,친절해요,48,기본 안주가 좋아요,27,특별한 메뉴가 있어요,24,음악이 좋아요,15,대화하기 좋아요,15,가성비가 좋아요,11,화장실이 깨끗해요,10,인테리어가 멋져요,9,단체모임 하기 좋아요,9,https://m.place.naver.com/restaurant/1706951884/review/visitor
마담 풍천 합정,음식이 맛있어요,97,친절해요,58,재료가 신선해요,51,양이 많아요,50,특별한 메뉴가 있어요,43,인테리어가 멋져요,42,특별한 날 가기 좋아요,37,매장이 청결해요,27,가성비가 좋아요,21,매장이 넓어요,6,https://m.place.naver.com/restaurant/1086548334/review/visitor
하동우렁추어탕 합정본점,음식이 맛있어요,633,친절해요,192,재료가 신선해요,129,양이 많아요,124,매장이 넓어요,104,매장이 청결해요,94,특별한 메뉴가 있어요,78,가성비가 좋아요,71,혼밥하기 좋아요,65,단체모임 하기 좋아요,42,https://m.place.naver.com/restaurant/40976246/review/visitor
필참치,음식이 맛있어요,74,재료가 신선해요,40,친절해요,39,가성비가 좋아요,34,단체모임 하기 좋아요,17,양이 많아요,13,특별한 날 가기 좋아요,12,매장이 청결해요,11,특별한 메뉴가 있어요,8,혼밥하기 좋아요,6,https://m.place.naver.com/restaurant/37649162/review/visitor
족발애감동홍대점,음식이 맛있어요,61,단체모임 하기 좋아요,30,친절해요,22,매장이 넓어요,21,특별한 메뉴가 있어요,12,재료가 신선해요,11,가성비가 좋아요,9,인테리어가 멋져요,7,양이 많아요,7,뷰가 좋아요,7,https://m.place.naver.com/restaurant/38276219/review/visitor
상곱창,음식이 맛있어요,122,친절해요,105,매장이 청결해요,84,재료가 신선해요,52,고기 질이 좋아요,42,직접 잘 구워줘요,29,양이 많아요,28,가성비가 좋아요,25,주차하기 편해요,18,단체모임 하기 좋아요,15,https://m.place.naver.com/restaurant/1642956496/review/visitor
어사출또 합정역점,음식이 맛있어요,220,가성비가 좋아요,171,재료가 신선해요,106,친절해요,97,매장이 넓어요,96,단체모임 하기 좋아요,61,양이 많아요,47,매장이 청결해요,26,특별한 메뉴가 있어요,25,화장실이 깨끗해요,15,https://m.place.naver.com/restaurant/1147146405/review/visitor
바람길,음식이 맛있어요,47,친절해요,24,재료가 신선해요,13,매장이 넓어요,11,특별한 메뉴가 있어요,9,양이 많아요,8,가성비가 좋아요,7,단체모임 하기 좋아요,7,특별한 날 가기 좋아요,6,혼밥하기 좋아요,3,https://m.place.naver.com/restaurant/1589734404/review/visitor
합정숯불갈비,음식이 맛있어요,76,친절해요,45,재료가 신선해요,29,가성비가 좋아요,29,매장이 청결해요,15,양이 많아요,12,특별한 메뉴가 있어요,6,혼밥하기 좋아요,4,단체모임 하기 좋아요,4,화장실이 깨끗해요,3,https://m.place.naver.com/restaurant/1042616208/review/visitor
꼬꼬댁옻닭닭곰탕,음식이 맛있어요,88,친절해요,38,가성비가 좋아요,29,재료가 신선해요,22,양이 많아요,14,특별한 메뉴가 있어요,13,매장이 청결해요,10,혼밥하기 좋아요,9,매장이 넓어요,8,특별한 날 가기 좋아요,4,https://m.place.naver.com/restaurant/1433337733/review/visitor
시오,음식이 맛있어요,413,양이 많아요,174,특별한 메뉴가 있어요,159,친절해요,110,재료가 신선해요,102,인테리어가 멋져요,94,매장이 청결해요,61,가성비가 좋아요,51,특별한 날 가기 좋아요,43,매장이 넓어요,36,https://m.place.naver.com/restaurant/1605124064/review/visitor
오마카세 코바시,음식이 맛있어요,43,재료가 신선해요,32,특별한 메뉴가 있어요,32,친절해요,21,특별한 날 가기 좋아요,17,매장이 청결해요,17,인테리어가 멋져요,14,양이 많아요,4,가성비가 좋아요,4,화장실이 깨끗해요,2,https://m.place.naver.com/restaurant/1079580857/review/visitor
오레노라멘 본점,음식이 맛있어요,1858,친절해요,735,양이 많아요,598,특별한 메뉴가 있어요,582,혼밥하기 좋아요,552,매장이 청결해요,392,재료가 신선해요,328,가성비가 좋아요,293,매장이 넓어요,95,인테리어가 멋져요,63,https://m.place.naver.com/restaurant/814481697/review/visitor
최강금돈까스,음식이 맛있어요,513,친절해요,317,재료가 신선해요,196,혼밥하기 좋아요,182,매장이 청결해요,178,특별한 메뉴가 있어요,169,양이 많아요,65,인테리어가 멋져요,49,특별한 날 가기 좋아요,36,가성비가 좋아요,30,https://m.place.naver.com/restaurant/1508260607/review/visitor
교다이야,음식이 맛있어요,665,친절해요,287,특별한 메뉴가 있어요,257,재료가 신선해요,193,양이 많아요,132,매장이 청결해요,101,혼밥하기 좋아요,87,가성비가 좋아요,61,인테리어가 멋져요,28,특별한 날 가기 좋아요,21,https://m.place.naver.com/restaurant/36864685/review/visitor
잇텐고,음식이 맛있어요,468,특별한 메뉴가 있어요,285,혼밥하기 좋아요,190,친절해요,183,재료가 신선해요,87,인테리어가 멋져요,80,가성비가 좋아요,75,매장이 청결해요,49,양이 많아요,34,차분한 분위기에요,18,https://m.place.naver.com/restaurant/38262843/review/visitor
크레이지카츠,음식이 맛있어요,727,친절해요,349,재료가 신선해요,226,특별한 메뉴가 있어요,214,양이 많아요,191,혼밥하기 좋아요,149,매장이 청결해요,102,가성비가 좋아요,65,인테리어가 멋져요,38,특별한 날 가기 좋아요,38,https://m.place.naver.com/restaurant/38555759/review/visitor
이키,음식이 맛있어요,33,친절해요,25,인테리어가 멋져요,24,가성비가 좋아요,18,특별한 메뉴가 있어요,15,매장이 청결해요,13,술이 다양해요,10,대화하기 좋아요,10,혼술하기 좋아요,7,음악이 좋아요,6,https://m.place.naver.com/restaurant/1059830571/review/visitor
츠키젠,음식이 맛있어요,537,재료가 신선해요,205,친절해요,201,특별한 메뉴가 있어요,184,혼밥하기 좋아요,172,매장이 청결해요,162,인테리어가 멋져요,91,양이 많아요,62,가성비가 좋아요,42,특별한 날 가기 좋아요,39,https://m.place.naver.com/restaurant/1172910030/review/visitor
간코 합정본점,음식이 맛있어요,372,친절해요,156,재료가 신선해요,106,특별한 메뉴가 있어요,105,매장이 청결해요,98,양이 많아요,91,혼밥하기 좋아요,89,가성비가 좋아요,67,인테리어가 멋져요,29,특별한 날 가기 좋아요,19,https://m.place.naver.com/restaurant/1070992505/review/visitor
아소토,음식이 맛있어요,108,친절해요,44,특별한 메뉴가 있어요,40,술이 다양해요,30,인테리어가 멋져요,30,대화하기 좋아요,28,음악이 좋아요,14,매장이 청결해요,14,기본 안주가 좋아요,12,혼술하기 좋아요,10,https://m.place.naver.com/restaurant/1567681535/review/visitor
이리에라멘,음식이 맛있어요,313,특별한 메뉴가 있어요,194,혼밥하기 좋아요,186,친절해요,149,재료가 신선해요,95,양이 많아요,76,매장이 청결해요,54,가성비가 좋아요,53,인테리어가 멋져요,24,특별한 날 가기 좋아요,9,https://m.place.naver.com/restaurant/1325232969/review/visitor
긴기라기니,음식이 맛있어요,17,특별한 메뉴가 있어요,15,친절해요,10,혼밥하기 좋아요,8,매장이 청결해요,8,양이 많아요,7,인테리어가 멋져요,6,재료가 신선해요,5,가성비가 좋아요,3,매장이 넓어요,2,https://m.place.naver.com/restaurant/1219330561/review/visitor
육연해 by 육회먹은연어,음식이 맛있어요,103,재료가 신선해요,75,친절해요,73,특별한 메뉴가 있어요,48,가성비가 좋아요,32,단체모임 하기 좋아요,26,양이 많아요,25,매장이 청결해요,20,인테리어가 멋져요,18,매장이 넓어요,17,https://m.place.naver.com/restaurant/37002699/review/visitor
스키야키201,음식이 맛있어요,311,재료가 신선해요,233,친절해요,224,매장이 청결해요,202,인테리어가 멋져요,171,양이 많아요,82,가성비가 좋아요,56,특별한 날 가기 좋아요,55,매장이 넓어요,36,뷰가 좋아요,36,https://m.place.naver.com/restaurant/1615292526/review/visitor
아키야라멘,음식이 맛있어요,309,혼밥하기 좋아요,192,친절해요,139,특별한 메뉴가 있어요,116,매장이 청결해요,86,양이 많아요,58,재료가 신선해요,56,가성비가 좋아요,44,인테리어가 멋져요,22,화장실이 깨끗해요,8,https://m.place.naver.com/restaurant/1464984328/review/visitor
야끼니꾸소량 합정본점,음식이 맛있어요,246,친절해요,176,특별한 메뉴가 있어요,145,재료가 신선해요,129,인테리어가 멋져요,85,가성비가 좋아요,84,특별한 날 가기 좋아요,66,매장이 청결해요,46,양이 많아요,26,혼밥하기 좋아요,22,https://m.place.naver.com/restaurant/1127457729/review/visitor
가츠신 본점,음식이 맛있어요,210,양이 많아요,85,친절해요,79,재료가 신선해요,73,혼밥하기 좋아요,43,가성비가 좋아요,42,특별한 메뉴가 있어요,22,매장이 청결해요,16,매장이 넓어요,6,인테리어가 멋져요,5,https://m.place.naver.com/restaurant/1099123355/review/visitor
미카도스시 합정역점,음식이 맛있어요,186,가성비가 좋아요,132,친절해요,100,혼밥하기 좋아요,65,재료가 신선해요,60,매장이 청결해요,51,주차하기 편해요,35,특별한 메뉴가 있어요,22,양이 많아요,11,매장이 넓어요,11,https://m.place.naver.com/restaurant/1527559550/review/visitor
쿠이신보,음식이 맛있어요,167,친절해요,69,특별한 메뉴가 있어요,60,재료가 신선해요,44,가성비가 좋아요,14,매장이 청결해요,14,인테리어가 멋져요,13,특별한 날 가기 좋아요,13,매장이 넓어요,10,혼밥하기 좋아요,7,https://m.place.naver.com/restaurant/36266067/review/visitor
카에루,음식이 맛있어요,57,특별한 메뉴가 있어요,29,친절해요,19,대화하기 좋아요,14,혼술하기 좋아요,11,기본 안주가 좋아요,11,술이 다양해요,9,가성비가 좋아요,8,인테리어가 멋져요,6,매장이 청결해요,6,https://m.place.naver.com/restaurant/37286386/review/visitor
미스타교자 미니합정점,음식이 맛있어요,69,친절해요,44,특별한 메뉴가 있어요,38,가성비가 좋아요,33,인테리어가 멋져요,28,매장이 청결해요,24,재료가 신선해요,20,혼밥하기 좋아요,14,특별한 날 가기 좋아요,8,양이 많아요,6,https://m.place.naver.com/restaurant/1279919457/review/visitor
스미비클럽,음식이 맛있어요,118,친절해요,80,특별한 메뉴가 있어요,55,매장이 청결해요,52,인테리어가 멋져요,51,재료가 신선해요,45,특별한 날 가기 좋아요,31,화장실이 깨끗해요,14,가성비가 좋아요,13,매장이 넓어요,10,https://m.place.naver.com/restaurant/1259640588/review/visitor
